,dr7objid,ra,dec,p_bar,psi_sparcfire,psi_gz2,logMstar,NSAID,ISDSS,INED,IAUNAME,Z,ZDIST,SERSIC_BA,SERSIC_PHI,PETRO_THETA,PETRO_BA90,PETRO_PHI90,PETRO_BA50,PETRO_PHI50,RUN,CAMCOL,FIELD,RERUN,ELPETRO_MASS,SERSIC_MASS,t01_smooth_or_features_a02_features_or_disk_debiased,t02_edgeon_a05_no_debiased,t04_spiral_a08_spiral_debiased,t11_arms_number_a31_1_flag,t11_arms_number_a32_2_flag,t11_arms_number_a33_3_flag,t11_arms_number_a34_4_flag,t11_arms_number_a36_more_than_4_flag,t11_arms_number_a37_cant_tell_flag
0,587739609160417293,174.3737,32.25246,1.0,-999.0,21.908631975161935,10.3703332681056,417673.0,423026.0,105389.0,J113729.68+321508.8,0.032708682,0.032610606,0.6359399,165.49567,12.919089,0.73070383,165.34949,0.91149575,122.92053,4623.0,4.0,111.0,301,23059214000.0,26986945000.0,0.9660000205039978,0.9706301160324491,1.0,0,1,0,0,0,0
1,587741489832329277,161.45752,27.619790000000002,0.6352983218568271,-999.0,21.404376456800822,10.779565796420245,498911.0,504316.0,89445.0,J104549.80+273711.2,0.044353895,0.044163942,0.72222304,101.979095,12.6267185,0.7995566,103.09625,0.79659885,120.3219,5061.0,3.0,311.0,301,34815988000.0,33635189000.0,1.0,0.9755851498401732,0.971693943091578,0,0,0,0,0,0
2,587739845929926848,240.149,15.685633,0.08206570765738991,21.451698303222656,20.027052027830038,10.580630479789033,526769.0,532346.0,173314.0,J160035.75+154108.2,0.035659257,0.0357377,0.755267,72.621124,21.200382,0.82857525,66.83475,0.83646524,85.082184,4678.0,5.0,255.0,301,25007473000.0,87039450000.0,1.0,1.0,0.9703406908429926,0,0,0,0,0,0
3,587732580981800993,166.7065,57.68545,0.24198472994727194,19.57958221435547,19.332195569933013,10.391910143515881,179025.0,183485.0,95494.0,J110649.55+574107.6,0.032174423,0.032516178,0.9809724,146.96823,21.254805,0.9061581,114.208984,0.8526158,134.3169,2987.0,1.0,88.0,301,12944195000.0,20661733000.0,0.9710000157356262,1.0,1.0,0,0,0,0,0,0
4,587738409251635215,150.26416,11.461418,0.1018270402417598,-999.0,17.735364467213756,10.605217638002758,360887.0,366225.0,75688.0,J100103.39+112741.1,0.036309328,0.035861738,0.879624,68.79849,7.587428,0.90242535,68.683426,0.93041134,55.01706,4338.0,1.0,49.0,301,15902511000.0,19090692000.0,0.9089999794960022,0.9757976250775051,0.9909843766366558,0,0,0,0,0,0
5,588011123038093364,176.29758999999999,61.70851,0.13416513079836842,-999.0,17.968400625902028,10.335930652379462,663152.0,-1.0,-1.0,J114511.59+614226.0,0.035323363,0.035739366,0.44228703,133.31671,11.456174,0.6291057,135.45255,0.7030437,139.89786,2299.0,2.0,28.0,301,15648373000.0,16506364000.0,0.9169999957084656,0.9372032746606241,0.9526297557226748,0,0,0,0,0,0
6,587738411409342491,174.07,15.470237,0.07278246344520907,-999.0,16.368040841336665,10.547256371001756,364908.0,370246.0,105027.0,J113616.80+152812.8,0.035968956,0.035581272,0.7502497,128.22192,14.403017,0.7974885,121.839966,0.8579971,135.82077,4381.0,5.0,24.0,301,16882950000.0,22674145000.0,0.9990000128746033,0.980436587907659,1.0,0,0,0,0,0,0
7,588017704531853356,158.3893,11.871378,0.3964143118671501,10.825822830200195,20.20639282277144,10.427449219001383,320841.0,326085.0,85781.0,J103333.42+115217.1,0.03406446,0.033609632,0.47640282,65.81665,11.3908,0.5702044,69.14145,0.79849243,51.83246,3836.0,5.0,67.0,301,19196828000.0,16757581000.0,0.800000011920929,0.9741891007252811,0.9508444209580805,0,1,0,0,0,0
8,587741601490993168,174.12704,26.86079,0.02200415016107915,13.058049201965332,17.91711667154415,10.48491549790658,475770.0,481135.0,105098.0,J113630.49+265138.8,0.033339027,0.033145513,0.9701641,26.486298,17.18906,0.97367674,157.27121,0.9734782,148.9516,5112.0,3.0,417.0,301,9884740000.0,28732326000.0,0.9430000185966492,1.0,1.0,0,0,0,0,0,0
9,587739845393186912,240.21455,15.151260999999998,0.21039347444419926,-999.0,18.074377946319128,10.416084384090759,526729.0,532306.0,173376.0,J160051.49+150904.5,0.033969767,0.034041286,0.8130452,39.647247,12.340964,0.91132116,48.288895,0.896054,54.761383,4678.0,4.0,257.0,301,20421003000.0,26413920000.0,0.9089999794960022,0.9378055799524294,0.7846713931289158,0,0,0,0,0,0
10,588017703456997422,155.8859,10.959712,0.2045565763650816,-999.0,20.780389400415594,10.393255615594354,320066.0,325310.0,82605.0,J102332.60+105734.9,0.03190522,0.031438753,0.7745202,8.896088,11.654552,0.80948216,6.7865906,0.8053315,77.32202,3538.0,4.0,254.0,301,9571628000.0,9413278000.0,1.0,0.9510668053820519,0.9716090393676541,0,0,0,0,0,0
11,587726032265019471,217.67639,1.8814495,0.23215214946713306,13.399030685424805,18.12178140357284,10.372688051366168,73929.0,76418.0,155592.0,J143042.33+015253.2,0.033795625,0.033451397,0.7652361,5.3617554,16.809618,0.8332861,9.392456,0.84329224,149.21619,1462.0,3.0,616.0,301,14937286000.0,22068204000.0,1.0,0.9797830757256693,1.0,0,0,0,0,0,0
12,587742060557107219,234.96122999999997,14.187394,0.11476785761298128,-999.0,16.37198990392593,10.456482552571462,567319.0,572907.0,169410.0,J153950.69+141114.6,0.0323711,0.032374427,0.85998523,51.388,14.320828,0.8928586,49.74463,0.9251752,41.16513,5194.0,2.0,784.0,301,15230165000.0,19422353000.0,0.9509999752044678,1.0,1.0,0,0,0,0,0,0
13,587732136451702825,154.83788,49.117554,0.534714531302081,-999.0,21.569020708177312,10.94897088103507,156509.0,160561.0,81014.0,J101920.82+490701.2,0.053976174,0.05417369,0.5522712,49.424805,16.61832,0.64467394,53.924423,0.5875138,53.20523,2883.0,5.0,73.0,301,63888080000.0,87274365000.0,0.9739999771118164,0.9726114984144908,0.953269182414669,0,0,0,0,0,0
14,588010360693719113,172.87599,6.066137,0.9349695820258382,19.15153312683105,21.223679044929945,10.544302227878537,147082.0,150893.0,103554.0,J113130.23+060358.0,0.034985125,0.034446083,0.60516226,136.8407,14.906153,0.6728104,136.43738,0.75383514,138.75739,2126.0,6.0,358.0,301,18507977000.0,28118989000.0,1.0,1.0,1.0,0,1,0,0,0,0
15,587732578837856322,139.74191000000002,5.8883867,0.034395715208285466,26.67438697814941,17.12411410788461,10.548654911179304,648348.0,-1.0,-1.0,J091857.89+055314.9,0.038259663,0.037761938,0.94391376,92.16162,14.157853,0.9617909,82.99936,0.9845238,89.609375,2986.0,5.0,142.0,301,22406332000.0,24962621000.0,0.949999988079071,0.9192123025537339,1.0,0,0,0,0,0,0
16,587739827669565549,226.21662999999998,21.069457999999997,0.16569423492099794,16.590959548950195,19.0033105337077,10.455780047441529,460889.0,466252.0,163097.0,J150451.99+210410.0,0.034666855,0.03468617,0.80754495,25.007355,11.856368,0.828138,24.132568,0.8639869,20.652924,4674.0,3.0,152.0,301,16839321000.0,18447317000.0,0.9509999752044678,1.0,0.9596837876183242,0,0,0,0,0,0
17,587736897961656491,236.6884,31.011238,0.8882850703667099,-999.0,24.40533909180709,10.415227238162405,314703.0,319946.0,170606.0,J154645.21+310040.4,0.031103326,0.031362683,0.71244353,148.08405,39.288017,0.8895235,153.9383,0.7669294,147.98697,3927.0,6.0,57.0,301,18485205000.0,35935700000.0,0.9980000257492065,1.0,1.0,0,1,0,0,0,0
18,587733399187030023,252.27196,29.758768,0.20193971497487653,-999.0,16.379238979176375,10.289266776225263,264727.0,269919.0,183648.0,J164905.26+294531.6,0.03205301,0.03244322,0.8642933,151.84381,12.993234,0.87346435,147.7799,0.95461404,105.21182,3705.0,1.0,350.0,301,15508262000.0,17217942000.0,0.9110000133514404,0.9714120458174824,0.9839253509068467,0,0,0,0,0,0
19,587739706880098395,232.32592999999997,20.739475,0.2511370441657256,-999.0,17.036875590097345,10.611693946934787,685278.0,-1.0,-1.0,J152917.89+204424.9,0.039223976,0.039296307,0.88384604,57.796204,12.200521,0.9078393,60.198944,0.9232938,72.275665,4670.0,6.0,226.0,301,15843821000.0,22735477000.0,1.0,1.0,0.9981542268532342,0,0,0,0,0,0
20,587733398109487201,244.6365,35.48621,0.27145677906084914,-999.0,16.028151926931535,10.456058511630527,212394.0,216888.0,178291.0,J161832.76+352910.3,0.034608055,0.03499797,0.89511466,118.67493,12.340964,0.9051841,119.60629,0.94536734,120.56714,4629.0,4.0,139.0,301,15049117000.0,17124925000.0,1.0,1.0,1.0,0,0,0,0,0,0
21,587737809035526294,127.02552,55.098693999999995,0.18679390316908026,19.97412109375,16.455782276147932,10.600898953490633,373303.0,378641.0,56495.0,J082806.12+550555.2,0.039119422,0.03948713,0.9016795,39.335754,12.845367,0.952251,41.977264,0.91679525,82.90027,4204.0,3.0,161.0,301,21771006000.0,25444997000.0,1.0,1.0,0.9942649778032112,0,0,0,0,0,0
22,587732483273392258,142.90242,41.317535,0.030043071794435376,15.24497127532959,17.69458880567526,10.470234848596476,175986.0,180445.0,68933.0,J093136.58+411903.1,0.035171505,0.03525576,0.59289426,43.799683,19.958057,0.67886555,44.44554,0.80244446,40.52603,2964.0,3.0,120.0,301,16004088000.0,21337156000.0,0.9710000157356262,0.9749421328524315,1.0,0,0,0,0,0,0
23,587725041966972957,170.89667,-1.5656518999999998,0.2590903377327978,-999.0,16.468271793119293,10.76278903868265,16971.0,16982.0,101298.0,J112335.19-013356.3,0.044631254,0.043978404,0.65625525,85.030304,17.1007,0.7788227,86.40982,0.79500204,84.69046,1231.0,6.0,11.0,301,36659245000.0,37952266000.0,0.9789999723434448,1.0,1.0,0,0,0,0,0,0
24,587739810487861318,216.0468,23.913588,0.3221463634802921,18.158973693847656,17.32870207835519,10.508324431069608,453258.0,458620.0,153934.0,J142411.23+235448.9,0.035962153,0.03593664,0.7890294,142.38654,18.211792,0.8276775,145.85858,0.8878174,142.36697,4670.0,3.0,124.0,301,15053894000.0,22226233000.0,0.9649999737739563,1.0,0.979163860154486,0,0,0,0,0,0
25,587738951496171572,209.67014,34.52454,0.9853972306088296,41.43239974975586,24.84065371228109,10.372080860699016,678753.0,-1.0,-1.0,J135840.60+343124.0,0.035040222,0.035135232,0.499119,49.954285,17.29755,0.61596394,53.1131,0.66900396,45.397766,4470.0,3.0,151.0,301,16880002000.0,22895284000.0,0.9990000128746033,0.9550262961197731,0.9786732192103379,0,1,0,0,0,0
26,587741533840670747,126.05963,17.331963000000002,0.756975271720784,-999.0,17.140603542703673,10.632693855382053,486835.0,492205.0,55937.0,J082414.30+171955.0,0.037251826,0.03700831,0.8941196,151.87854,10.757237,0.8979971,152.83719,0.8498621,162.95312,5037.0,2.0,86.0,301,15410964000.0,21736755000.0,1.0,0.9669512487727897,0.9968438643854531,0,0,0,0,0,0
27,587741532771188879,135.85448,20.667402,0.3619472310752549,24.24573516845703,20.88925864443065,10.45567712563024,490761.0,496134.0,62758.0,J090325.07+204002.6,0.03204906,0.031805098,0.6495231,34.239807,19.395079,0.71157724,31.810394,0.8430095,38.381866,5071.0,3.0,146.0,301,16577145000.0,29570740000.0,0.9710000157356262,0.921680730618479,1.0,0,0,0,0,0,0
28,587742062151663675,197.29523999999998,22.466335,0.9607376636846748,34.57151412963867,24.894175987431726,10.378841453554674,548342.0,553925.0,132268.0,J130910.85+222758.7,0.03493077,0.034751095,0.5882982,35.027374,22.123537,0.66803414,42.709686,0.7363176,25.973099,5194.0,5.0,539.0,301,20810420000.0,34583024000.0,1.0,0.977561000999207,1.0,0,1,0,0,0,0
29,587731513694355564,52.62137,0.7520635999999999,0.09899903245631103,-999.0,18.403139419216565,10.338122942503981,41037.0,41496.0,29998.0,J033029.12+004507.3,0.030576264,0.03081175,0.8870951,92.55133,14.077064,0.9124256,90.45261,0.92228913,98.081024,4849.0,5.0,806.0,301,11865231000.0,17009577000.0,0.8889999985694885,0.969463006883204,0.8580678454369067,0,0,0,0,0,0
30,587739157656698907,155.92422,33.773987,0.41460332920608506,-999.0,22.71381860165615,10.43632167491167,415193.0,420545.0,82660.0,J102341.81+334626.3,0.033326562,0.03325004,0.7344303,121.36365,31.658432,0.83939123,129.59167,0.81926274,110.390625,4504.0,3.0,12.0,301,18363181000.0,87002530000.0,1.0,0.9778114808490793,1.0,0,1,0,0,0,0
31,587739809961148762,239.51157999999998,16.347603,0.6065024968640513,-999.0,19.41905883617111,10.593545410134556,468553.0,473916.0,172682.0,J155802.77+162051.3,0.03616615,0.036247402,0.85019165,163.80899,23.696201,0.86673635,164.66003,0.933643,144.65128,4670.0,2.0,279.0,301,18678831000.0,30858180000.0,1.0,0.9798306669424279,1.0,0,0,0,0,0,0
32,588013381670338582,184.65201000000002,51.41472,0.5649899404120922,19.799545288085934,16.829368582534922,10.905224150113087,185853.0,190316.0,116987.0,J121836.48+512452.9,0.047199342,0.047459837,0.7530695,137.74756,17.396822,0.8520118,139.56827,0.79083097,137.44055,2830.0,1.0,419.0,301,42878235000.0,58217760000.0,0.9599999785423279,0.9515558158483338,0.9815084049860123,0,0,0,0,0,0
33,587742863134818407,170.4099,16.031517,0.0,14.734779357910154,16.655903109518032,10.378612344794547,659442.0,-1.0,-1.0,J112138.09+160151.9,0.031788476,0.03140398,0.65830576,166.94516,16.809618,0.7283424,166.36124,0.86140823,156.71964,5381.0,1.0,108.0,301,12105249000.0,13424408000.0,0.9739999771118164,0.963601420138095,1.0,0,0,0,0,0,0
34,587729388222742551,166.25829,59.68433,0.4084432594786472,19.95037078857422,17.229298969676893,10.420032291874652,179206.0,183666.0,94925.0,J110501.98+594103.5,0.0336921,0.034067277,0.4562874,90.42874,14.736518,0.6790719,91.493195,0.70219916,94.68039,2243.0,6.0,275.0,301,17447307000.0,35040465000.0,0.9419999718666077,0.9788904787049207,0.9698349724097346,0,0,0,0,0,0
35,587732054853943533,132.37926000000002,39.209720000000004,0.10425850683696587,23.386579513549805,18.836900289950297,10.719891395731613,155839.0,159891.0,60350.0,J084931.02+391235.0,0.041063834,0.04115046,0.8832913,94.93713,23.159933,0.915418,92.89139,0.9205914,103.170715,2864.0,5.0,174.0,301,25408895000.0,34852475000.0,0.9919999837875366,0.9820352340472341,1.0,0,0,0,1,0,0
36,587739720304492561,228.59257999999997,22.293077,0.7090077221263552,26.63195037841797,17.874279622334562,10.595689000390417,462796.0,468159.0,165147.0,J151422.21+221735.0,0.035981387,0.03604096,0.9331008,75.907104,11.699411,0.9311899,68.90695,0.8353747,60.928528,4649.0,3.0,291.0,301,19114730000.0,25265027000.0,1.0,0.9805846467580414,1.0,0,0,0,0,0,0
37,587733604259856536,228.218,51.398617,0.10916760641057116,20.607717514038086,16.259011860839045,10.493220138510988,220755.0,225287.0,164828.0,J151252.32+512355.0,0.03653988,0.03700161,0.590059,112.01239,13.524295,0.66778433,112.94452,0.86143947,113.06683,3225.0,3.0,120.0,301,17928700000.0,21480413000.0,0.9869999885559082,1.0,0.9921943938645322,0,0,0,0,0,0
38,587742013829480479,206.19771,20.9796,0.11697483958248504,-999.0,16.723010328418162,10.916474254066124,549259.0,554842.0,-1.0,J134447.44+205846.5,0.051433895,0.051287066,0.9297949,70.15451,16.33545,0.9715098,51.94928,0.9650938,50.753006,5183.0,3.0,481.0,301,50882433000.0,83075350000.0,0.8859999775886536,1.0,0.8725301120691548,0,0,0,0,0,0
39,587730023329759268,222.56001,6.508094,0.23050933285708905,24.75132942199707,17.205922684788348,10.823606223387603,384394.0,389732.0,160330.0,J145014.40+063029.1,0.043964475,0.04373246,0.9562081,107.43933,17.799644,0.9711545,142.49683,0.93319136,105.979614,2391.0,5.0,103.0,301,22030600000.0,31027997000.0,1.0,1.0,0.9807443356191244,0,0,0,0,0,0
40,587731513142607999,18.76515,0.40522513,1.0,-999.0,20.308849415557926,10.755011153979357,642528.0,-1.0,-1.0,J011503.89+002415.0,0.044668995,0.04519324,0.43383434,113.371704,12.895398,0.5844062,113.600525,0.74103004,111.450775,4858.0,4.0,480.0,301,44815213000.0,59546423000.0,0.9570000171661377,0.9820027971042805,0.9848322348448117,0,1,0,0,0,0
41,587735347487047789,151.34566,11.728975,0.4184650378262829,-999.0,23.225997782786337,10.312147011458814,360850.0,366188.0,76994.0,J100522.96+114344.2,0.030940214,0.030494345,0.64022195,90.035675,11.992848,0.7194288,92.1438,0.8128464,99.78439,3631.0,2.0,232.0,301,10300354000.0,12322371000.0,0.9769999980926514,0.9600075400952021,0.9849597499441453,0,0,0,0,0,0
42,587739829281423592,229.60759,21.233294,0.644189692657099,-999.0,15.990813440775616,10.680780428911255,684517.0,-1.0,-1.0,J151825.50+211400.0,0.039001454,0.03905493,0.5529667,40.87146,15.426864,0.64981294,40.572784,0.7556122,44.686462,4674.0,6.0,171.0,301,25231165000.0,43975713000.0,0.9800000190734863,1.0,0.919888220333583,0,0,0,0,0,0
43,588017725474865155,186.386,7.6498413,0.6059005817470544,16.147283554077152,17.721302387078246,10.63229958918313,330512.0,335778.0,118891.0,J122532.63+073859.4,0.037871636,0.037398502,0.79334766,54.30899,11.069488,0.8985743,56.50746,0.8128969,52.365906,3841.0,4.0,144.0,301,21380524000.0,28161767000.0,0.9369999766349792,0.9751794036526228,1.0,0,0,0,0,0,0
44,587739406799601798,230.41914,25.842566,0.3286464057667499,25.60036659240723,16.511428273449198,10.494994526664842,463485.0,468848.0,166558.0,J152140.59+255033.2,0.033992402,0.034121018,0.8785553,6.9513855,15.874659,0.88033366,12.803513,0.9532043,128.52145,4576.0,3.0,714.0,301,11658312000.0,18462276000.0,0.9649999737739563,0.9808792059572268,1.0,0,0,0,0,0,0
45,588017606302105648,207.8728,43.806427,0.12955039245104713,-999.0,16.10271885742356,10.498237257937387,265901.0,271093.0,145603.0,J135129.47+434823.1,0.033304993,0.033535827,0.6771013,107.0087,9.323244,0.77184176,107.007935,0.90568477,110.538055,3813.0,6.0,336.0,301,11656281000.0,11168831000.0,0.8870000243186951,1.0,0.9827710522896015,0,0,0,0,0,0
46,587742577531224078,221.43146000000002,16.948154000000002,0.7654528258686166,-999.0,18.586244502479886,10.54103139474395,560921.0,566507.0,-1.0,J144533.06+165700.6,0.033847455,0.033760533,0.49989873,29.851044,11.265103,0.5887174,29.290054,0.8062559,37.820038,5314.0,5.0,287.0,301,13852037000.0,27413492000.0,0.8920000195503235,0.9737870041343127,1.0,0,1,0,0,0,0
47,588010359625220208,184.9035,5.3978150000000005,0.31320463546612026,24.517824172973636,19.22271901053384,10.688518063745093,667053.0,-1.0,-1.0,J121936.59+052353.0,0.03887157,0.038358103,0.8626828,45.318054,13.067802,0.9048377,41.732773,0.92701006,26.698196,2126.0,4.0,438.0,301,20553196000.0,25551092000.0,1.0,0.980719847668211,1.0,0,0,0,0,0,0
48,587728918984786029,217.0542,61.187675,0.7178760346085651,-999.0,18.561700211251498,10.525125266373,93945.0,97052.0,154945.0,J142812.98+611115.6,0.03681741,0.037342492,0.8036401,37.917786,8.751869,0.8965355,40.5533,0.8811479,27.19664,1345.0,3.0,461.0,301,18291362000.0,17431770000.0,0.9089999794960022,1.0,0.9141746004569044,0,1,0,0,0,0
49,587739845928484940,236.83407999999997,16.764495999999998,0.15274508919617924,16.68911361694336,15.787078720081501,10.348331753452877,525785.0,531362.0,170725.0,J154720.17+164552.1,0.030165976,0.030225672,0.5822559,131.05423,13.370387,0.6663627,129.54819,0.8158018,124.46741,4678.0,5.0,233.0,301,10425156000.0,13459180000.0,1.0,0.971102359359036,1.0,0,0,0,0,0,0
50,587736584429043894,218.19315,36.708088000000004,0.07396783967250548,19.050100326538086,16.829109102186948,10.435135671223692,276982.0,282175.0,156102.0,J143246.35+364229.1,0.032122537,0.032310933,0.838404,171.75153,18.10787,0.88725966,156.15714,0.94630533,12.071457,3919.0,2.0,101.0,301,12969266000.0,13960033000.0,0.9760000109672546,0.958239979837778,1.0,0,0,0,0,0,0
51,587736975273361631,233.4243,26.140047,0.11829870112392253,18.45621490478516,16.636230295971007,10.520535894228187,396790.0,402136.0,168377.0,J153341.83+260824.1,0.034118872,0.034279723,0.890879,101.05676,11.00632,0.90222496,107.745605,0.9293042,134.75821,4010.0,2.0,136.0,301,15447525000.0,19434756000.0,0.9490000009536743,1.0,0.993488978370842,0,0,0,0,0,0
52,587735666930155574,248.8671,35.83698,0.5638019638612257,-999.0,16.24692985937159,10.42377602690097,263665.0,268856.0,181794.0,J163528.10+355013.1,0.034140583,0.034572702,0.3949779,99.754974,10.217217,0.5467015,98.99188,0.6880778,93.71417,3225.0,1.0,263.0,301,18997350000.0,21839995000.0,0.9599999785423279,0.9726114818852084,0.9757931664599782,0,0,0,0,0,0
53,587739406786887901,198.12308000000002,34.05595,0.06874358867594284,16.037939071655273,17.172614244361068,10.385294009217892,439483.0,444842.0,133271.0,J131229.54+340321.3,0.033873346,0.033891868,0.45564282,169.27313,12.993234,0.5286134,168.09174,0.7517963,167.60172,4576.0,3.0,521.0,301,15808778000.0,14109127000.0,0.9710000157356262,0.972570787442307,1.0,0,0,0,0,0,0
54,587733429772222616,226.54237,53.410786,0.10544724561218036,12.41657829284668,16.602947471663526,10.536194903772994,220653.0,225185.0,163371.0,J150610.16+532438.8,0.03419043,0.03466697,0.85561717,155.75873,17.59708,0.87401414,155.71347,0.9496467,131.8114,3184.0,6.0,50.0,301,17286859000.0,19033663000.0,0.9729999899864197,0.9791995883922805,1.0,0,0,0,0,0,0
55,587739844842684577,208.34865,23.048695000000002,0.06195655463930987,-999.0,15.798141622794466,11.01765719448441,567706.0,573294.0,146106.0,J135323.67+230255.3,0.05325189,0.053153638,0.79439944,86.90704,12.340964,0.8526256,82.82886,0.90596294,81.48535,4678.0,3.0,49.0,301,55847834000.0,60518257000.0,0.9629999995231628,1.0,0.8052843095789216,0,0,0,0,0,0
56,587729781736276184,256.1796,34.55851,0.3899999688461129,11.042165756225586,15.994026111526587,10.498289228749204,187287.0,191754.0,185900.0,J170443.10+343330.6,0.032838903,0.03332255,0.78577965,71.17059,34.727764,0.83746904,73.31241,0.8841888,64.25014,2335.0,3.0,79.0,301,13287261000.0,23951458000.0,0.9739999771118164,0.956047229277563,1.0,0,0,0,0,0,0
57,587738068350861554,149.11598,70.13322,0.2029233079030521,-999.0,18.84243402497521,10.516684697309604,404321.0,409670.0,-1.0,J095627.83+700759.5,0.03542217,0.0359708,0.8291011,52.972015,11.133017,0.8566971,52.248352,0.9082091,46.78232,4264.0,6.0,263.0,301,17326954000.0,19895360000.0,0.9110000133514404,1.0,0.9848622653259894,0,0,0,0,0,0
58,587735660479578244,161.86154,38.936386,0.37631640319427856,17.9610652923584,21.421514086014504,10.390476741196222,292161.0,297364.0,89886.0,J104726.77+385610.9,0.035016593,0.03502832,0.7744239,58.701477,16.52349,0.8352703,55.022278,0.66280556,66.33037,3704.0,1.0,183.0,301,15290932000.0,17514385000.0,1.0,0.999126803597072,1.0,0,0,0,0,0,0
59,587725775067414589,115.66991399999999,40.929446999999996,0.2704764793624456,-999.0,17.674076698213714,10.616123307151103,46128.0,46595.0,49199.0,J074240.78+405546.0,0.041619934,0.041824132,0.7835844,8.618683,14.732383,0.8157028,12.575104,0.86529726,172.09619,6573.0,3.0,214.0,301,24924867000.0,29871294000.0,0.9850000143051147,1.0,1.0,0,0,0,0,0,0
60,587731891112312931,168.54651,56.785076000000004,0.10455851095219253,12.948542594909668,16.1524280174276,10.405135146522335,167751.0,171807.0,98059.0,J111411.16+564706.2,0.033363044,0.033690386,0.8040528,62.769775,16.61832,0.835529,63.313736,0.9454412,60.144165,2826.0,4.0,235.0,301,12504353000.0,17522883000.0,0.9929999709129333,1.0,1.0,0,0,0,0,0,0
61,587742061087359072,219.94012,18.492355,0.7985315000721126,14.981998443603516,17.153189522104174,10.392926358155586,564828.0,570414.0,157847.0,J143945.63+182932.4,0.03084228,0.030765943,0.8251316,92.22858,17.003117,0.85553014,91.23578,0.81662774,72.8221,5194.0,3.0,683.0,301,12796554000.0,15067220000.0,1.0,1.0,1.0,0,0,0,0,0,0
62,587739610233700356,173.01181,32.86299,0.8795239966296735,40.87632369995117,22.627464602534307,10.600255867461717,417635.0,422988.0,103714.0,J113202.83+325146.7,0.03980059,0.03971105,0.5148949,74.14911,17.29755,0.6541977,79.53717,0.69110984,69.390976,4623.0,6.0,104.0,301,23779115000.0,29130893000.0,1.0,0.9660169976607874,1.0,0,1,0,0,0,0
63,587729776371368115,216.39162000000002,-3.0254965,0.1596343662489271,17.67909049987793,18.47440920907642,10.14101155749397,170455.0,174515.0,154290.0,J142533.98-030131.7,0.03131498,0.030890541,0.9599852,169.49503,17.901798,0.9671138,142.77353,0.8279602,21.466644,2334.0,1.0,137.0,301,6187165700.0,10603607000.0,0.9430000185966492,1.0,1.0,0,0,0,0,0,0
64,587731512610324707,29.252409000000004,-0.08984991,0.11062095719226718,-999.0,17.02753694564239,10.836131523040207,37699.0,38158.0,18097.0,J015700.57-000523.4,0.0451732,0.045614637,0.7519105,28.920776,12.340964,0.80869734,28.181946,0.8956603,42.63826,2570.0,3.0,141.0,301,25083537000.0,31292156000.0,0.9819999933242798,0.9632618544141037,1.0,0,0,0,0,0,0
65,587742062119682294,121.23253999999999,10.846747,0.12533907377690556,38.85986709594727,17.51554336568887,10.490944458071032,504111.0,509520.0,52855.0,J080455.80+105048.2,0.034810644,0.034498308,0.8492967,145.54388,11.19691,0.875536,142.41425,0.9263234,143.8266,5194.0,5.0,51.0,301,16831700000.0,18722822000.0,0.9739999771118164,0.9811582173504251,0.9951847545587947,0,0,0,0,0,0
66,588011218063851580,214.34512,58.750492,0.3100247715034997,10.212244987487793,16.227162297128395,10.697400715490836,137912.0,141300.0,152312.0,J141722.82+584501.7,0.039747857,0.040229544,0.8944167,158.49213,10.158915,0.92136973,162.02496,0.9434155,175.94821,2326.0,3.0,164.0,301,18763991000.0,22374100000.0,0.9470000267028809,1.0,0.9979735840669315,0,0,0,0,0,0
67,588017627772157972,204.80794,44.250988,0.8675217985624125,14.478039741516113,20.51592155600565,10.538489489123727,265651.0,270843.0,142368.0,J133913.90+441503.5,0.033984035,0.03420517,0.7940199,117.38037,16.713696,0.8734565,135.14722,0.78974044,107.162506,3818.0,6.0,263.0,301,16033657000.0,25381736000.0,1.0,0.9772778118873469,1.0,0,0,0,0,0,0
68,587739305287155715,174.67154,35.77541,0.273187540803841,15.906100273132324,17.117100291236003,10.642026280514004,427877.0,433233.0,105688.0,J113841.16+354631.4,0.03741795,0.03738297,0.8671349,97.00064,12.554666,0.9133321,97.46356,0.9541179,110.82617,4552.0,6.0,45.0,301,22222901000.0,26592846000.0,0.9419999718666077,1.0,0.9977931813803517,0,0,0,0,0,0
69,587738615954735165,177.95027,36.5925,0.4987142998381193,16.85087776184082,21.859105703436228,10.264654254756136,435016.0,440373.0,109494.0,J115148.06+363533.0,0.036360282,0.03634642,0.84661925,127.21002,15.164274,0.8521666,130.5408,0.91774225,144.29443,4392.0,2.0,195.0,301,12752429000.0,24897827000.0,0.9729999899864197,1.0,1.0,0,1,0,0,0,0
70,587736941995360581,246.8332,22.072065,0.3202287264567999,14.680330276489258,16.39622279121587,10.454282254685898,686809.0,-1.0,-1.0,J162719.80+220428.9,0.036630627,0.03686711,0.64237535,22.346954,18.740425,0.70552635,21.439514,0.8287998,20.193054,4002.0,4.0,258.0,301,14643696000.0,18206005000.0,1.0,0.9343557001423927,1.0,0,1,0,0,0,0
71,587733431923835334,253.94135,26.254745,0.3927112989424521,-999.0,16.831260207040806,10.610449490520658,344889.0,350182.0,184720.0,J165545.92+261517.0,0.036649358,0.037012346,0.5275041,10.44812,15.426864,0.60099256,9.723007,0.70373106,9.261322,3918.0,5.0,386.0,301,15195959000.0,22726607000.0,1.0,0.9810097414007525,1.0,0,0,0,0,0,0
